"","Potency","MolWt","MolLogP","TPSA","RingCount","NumHeteroAtoms"
"19593",5.3582,346.452,3.406,51.13,3,6
"19594",2.3934,292.294,4.019,76.26,3,5
"19595",0.0107,303.317,3.649,46.61,4,4
"19596",6.7456,279.299,4.3644,67.07,3,5
"19597",2.6855,317.319,4.8923,50.19,4,4
"19598",2.6855,341.794,4.7814,51.58,3,5
"19599",9.5283,388.217,3.8979,68.12,3,6
"19600",6.7456,396.399,2.6543,113.01,3,8
"19601",23.9341,243.262,2.9401,51.47,2,4
"19602",1.9012,303.753,2.2632,75.86,3,7
"19603",16.9441,309.325,4.20362,77.29,3,6
"19604",16.9441,240.266,1.6306,67.24,2,5
"19605",19.0115,308.341,3.5702,66.62,3,6
"19606",3.7933,352.346,2.6431,103.78,3,7
"19607",5.3582,307.349,4.2151,62.58,3,4
"19608",10.691,398.484,4.0432,87.66,2,7
"19609",16.9441,467.474,3.2951,111.6,3,9
"19610",13.4591,253.305,2.891,50.08,3,4
"19611",6.012,300.745,4.1113,58.14,3,5
"19612",16.9441,376.412,4.2084,76.66,3,6
"19613",2.3934,247.323,2.0417,38.25,3,5
"19614",15.1014,327.203,2.6866,52.9,2,6
"19615",11.9955,292.342,2.82242,83.27,3,5
"19616",0.7569,308.337,3.48159,75.32,3,5
"19617",10.691,300.314,2.1811,83.14,2,6
"19618",10.691,338.451,3.8945,41.57,3,4
"19619",0.9528,304.415,3.13922,54.59,2,5
"19620",3.7933,312.369,3.8617,55.57,3,5
"19621",3.3808,311.768,4.7541,38.33,3,4
"19622",8.4921,311.341,2.2452,63.16,3,6
"19623",19.0115,366.413,4.335,75.99,3,5
"19624",5.3582,357.207,4.2582,51.22,3,5
"19625",5.3582,257.293,3.04262,63.25,2,5
"19626",6.7456,283.346,4.047,20.31,3,3
"19627",16.9441,288.343,3.9427,48.67,2,4
"19628",15.1014,257.249,2.7464,87.76,2,6
"19629",26.8545,337.375,4.1179,56.79,3,5
"19630",10.691,314.344,4.2297,61.69,4,4
"19631",4.7755,390.395,3.0927,103.78,4,7
"19632",15.1014,294.358,3.3809,59.29,3,5
"19633",0.2133,270.288,2.1725,73.91,2,5
"19634",13.4591,326.465,4.18992,24.5,3,4
"19635",15.1014,328.506,4.5948,15.27,3,4
"19636",16.9441,461.499,4.0745,114.46,4,9
"19637",16.9441,417.49,4.59632,88.16,4,7
"19638",21.3313,377.831,5.1604,75.11,4,6
"19639",6.012,347.462,3.74274,39.34,4,4
"19640",0.2685,315.388,3.932,38.33,2,4
"19641",0.5358,274.301,3.1502,64.36,3,6
"19642",6.7456,312.438,3.8815,24.5,3,4
"19643",9.5283,331.309,2.9277,108.28,3,9
"19644",9.5283,338.342,2.37702,79.25,3,7
"19645",6.7456,291.35,3.8575,46.17,3,3
"19646",2.1331,368.385,4.3462,85.97,3,6
"19647",0.8492,309.094,3.8982,52.06,3,6
"19648",16.9441,302.74,3.48932,43.6,3,6
"19649",16.9441,317.396,3.54894,55.11,4,5
"19650",7.5686,343.289,3.6791,75.81,3,8
"19651",0.6746,258.712,2.96452,56.73,3,5
"19652",11.9955,250.301,3.34164,34.89,3,3
"19653",1.9012,284.315,2.48092,73.91,2,5
"19654",9.5283,310.305,3.5977,65.74,3,5
"19655",2.3934,268.272,3.1178,68.38,3,5
"19656",16.9441,265.675,3.5181,54.02,2,6
"19657",16.9441,260.289,3.2076,48.67,2,4
"19658",21.3313,326.146,2.8695,68.12,2,6
"19659",0.0135,413.499,2.88229,85.35,3,8
"19660",4.2562,308.472,3.80859,37.79,3,5
"19661",4.7755,321.376,4.5181,51.58,3,4
"19662",2.3934,304.733,2.8259,73.91,2,6
"19663",0.7569,317.414,2.9846,55.32,3,6
"19664",16.9441,334.759,2.3171,77.4,2,7
"19665",23.9341,223.275,3.6391,14.16,3,2
"19666",10.691,259.265,2.6105,77.29,2,6
"19667",4.7755,288.299,3.2939,68.9,2,5
"19668",5.3582,288.35,3.91212,41.46,3,3
"19669",11.9955,416.296,5.43652,66.4,3,6
"19670",6.012,336.21,4.2414,43.1,3,5
"19671",15.1014,365.813,3.1746,66.02,2,7
"19672",6.012,382.372,2.5947,124.01,3,8
"19673",3.0131,284.34,3.5572,51.22,3,5
"19674",3.0131,274.316,4.0703,59.67,2,4
"19675",15.1014,322.36,3.7894,56.51,3,4
"19676",2.1331,231.254,3.4462,29.96,4,2
"19677",10.691,322.36,3.84384,56.51,3,4
"19678",15.1014,322.36,3.84384,56.51,3,4
"19679",15.1014,360.211,2.8918,56.03,3,6
"19680",16.9441,266.684,2.90274,75.36,2,6
"19681",19.0115,396.399,2.9848,124.01,3,8
"19682",16.9441,193.249,3.69642,12.89,3,1
"19683",7.5686,294.358,3.3809,59.29,3,5
"19684",11.9955,230.267,2.79772,55.13,2,4
"19685",9.5283,308.385,3.771,59.29,3,5
"19686",23.9341,287.359,3.6838,42.68,2,4
"19687",16.9441,294.306,3.227,56.51,3,4
"19688",11.9955,297.236,2.9576,77.74,2,8
"19689",19.0115,266.391,2.78239,37.79,3,5
"19690",8.4921,275.735,3.1488,38.33,2,4
"19691",1.1995,284.384,3.70042,33.62,3,4
"19692",15.1014,216.248,2.29792,105.44,2,6
"19693",10.691,260.289,3.26204,48.67,2,4
"19694",23.9341,289.762,3.45722,38.33,2,4
"19695",23.9341,350.212,3.2665,47.56,2,5
"19696",6.012,301.139,3.6119,34.14,3,3
"19697",0.019,320.436,3.8599,34.03,3,3
"19698",10.691,301.345,4.1699,46.17,3,3
"19699",2.3934,287.275,2.755,96.99,2,7
"19700",3.3808,308.259,3.8496,61.69,2,7
"19701",21.3313,272.329,3.9853,55.17,3,5
"19702",9.5283,312.156,3.5486,66.74,2,7
"19703",23.9341,508.527,3.9677,146.91,3,10
"19704",5.3582,271.707,4.9423,60.74,3,5
"19705",0.9528,305.359,1.5717,105.31,3,7
"19706",19.0115,339.782,3.7187,63.46,3,6
"19707",6.012,328.799,4.8574,70.5,3,5
"19708",15.1014,557.26,5.35312,131,3,9
"19709",23.9341,264.328,4.29542,34.15,3,3
"19710",1.5101,268.268,3.378,59.67,3,4
"19711",0.9528,301.302,1.5761,96.03,2,7
"19712",1.9012,266.3,3.72062,48.15,3,4
"19713",21.3313,333.434,3.3088,57.61,2,6
"19714",11.9955,304.397,4.1548,57.36,4,4
"19715",10.691,324.453,4.7949,41.05,3,5
"19716",9.5283,256.265,3.7299,71.1,2,6
"19717",23.9341,253.301,2.8182,37.38,2,3
"19718",0.8492,281.384,4.56554,37.81,3,4
"19719",15.1014,245.281,3.75462,29.96,4,2
"19720",13.4591,278.311,3.937,48.07,3,4
"19721",0.9528,294.763,3.9358,61.69,2,6
"19722",13.4591,329.739,3.1911,66.84,3,6
"19723",0.3013,292.697,3.6233,61.69,2,6
"19724",1.3459,286.287,2.545,91.15,2,6
"19725",3.7933,310.378,3.7609,61.69,3,5
"19726",19.0115,254.245,3.5902,82.3,3,5
"19727",15.1014,292.338,2.96484,72.19,3,4
"19728",11.9955,292.294,4.0003,72.24,3,5
"19729",11.9955,292.678,3.17082,82.33,2,7
"19730",11.9955,331.759,3.7871,65.38,3,7
"19731",9.5283,397.456,3.6747,89.55,4,8
"19732",2.3934,302.131,3.5611,51.81,3,5
"19733",13.4591,255.317,3.40262,38.33,2,3
"19734",1.3459,313.401,2.9598,67.01,3,5
"19735",15.1014,330.185,5.35982,60.74,3,5
"19736",16.9441,254.249,2.5159,86.98,3,6
"19737",16.9441,322.364,3.24097,75.32,3,5
"19738",1.6944,285.734,4.07832,46.92,3,5
"19739",1.9012,311.341,3.44212,65.38,3,6
"19740",7.5686,295.342,3.74194,56.15,3,5
"19741",0.0269,352.507,3.81042,43.95,3,5
"19742",19.0115,295.338,2.3987,66.4,3,4
"19743",16.9441,433.289,0.8559,22.34,3,4
"19744",21.3313,338.363,3.3431,62.58,3,6
"19745",21.3313,285.734,4.07832,46.92,3,5
"19746",3.0131,281.315,3.43352,56.15,3,5
"19747",0.2685,260.318,3.20072,61.69,2,5
"19748",0.4256,279.299,3.3121,77.48,3,5
"19749",0.0054,325.393,3.88539,60.03,3,6
"19750",0.2393,325.187,3.6548,61.69,2,6
"19751",0.0675,324.258,3.7294,70.92,2,8
"19752",15.1014,211.268,2.83602,37.28,2,3
"19753",16.9441,349.321,2.627,87.45,4,7
"19754",8.4921,258.277,1.6882,66.48,2,5
"19755",1.5101,400.39,3.74612,103.78,4,7
"19756",0.8492,282.274,3.30367,66.09,3,5
"19757",23.9341,294.31,2.1566,58.64,3,5
"19758",21.3313,390.1,4.1309,41.99,3,6
"19759",19.0115,407.333,3.6853,46.75,3,6
"19760",1.6944,249.273,2.2787,47.25,3,4
"19761",7.5686,295.342,3.82362,56.15,3,5
"19762",1.5101,283.306,3.87244,46.92,3,5
"19763",15.1014,330.34,2.8566,89.38,2,7
"19764",7.5686,308.768,4.2571,41.46,3,4
"19765",0.1694,281.315,3.43352,56.15,3,5
"19766",0.6746,287.269,3.70312,46.92,3,6
"19767",1.3459,295.342,3.82362,56.15,3,5
"19768",23.9341,334.173,2.62202,74.58,2,6
"19769",9.5283,321.336,2.7709,83.69,3,6
"19770",10.691,380.4,3.1162,92.78,3,7
"19771",4.7755,311.366,3.466,64.11,3,6
"19772",23.9341,379.412,3.6187,83.91,3,6
"19773",10.691,302.399,3.1514,41.9,3,5
"19774",2.1331,270.263,3.5513,48.15,3,5
"19775",15.1014,307.305,3.2837,69.4,3,5
"19776",0.1901,278.311,3.47299,66.09,3,4
"19777",2.1331,314.297,2.8149,98.54,2,7
"19778",26.8545,305.377,4.5833,41.49,3,3
"19779",15.1014,368.795,4.9837,58.2,3,6
"19780",0.5358,280.331,3.3398,53.66,3,5
"19781",2.3934,279.343,4.04176,46.92,3,4
"19782",11.9955,294.306,3.227,56.51,3,4
"19783",10.691,299.37,4.06522,51.47,3,4
"19784",21.3313,302.329,4.2828,54.37,3,3
"19785",16.9441,240.302,3.5107,26.3,2,2
"19786",8.4921,304.777,2.7531,51.22,3,5
"19787",13.4591,311.337,2.03092,66.84,3,5
"19788",16.9441,322.36,3.84384,56.51,3,4
"19789",3.0131,292.334,3.83524,47.28,3,3
"19790",16.9441,293.326,2.9404,66.48,3,5
"19791",11.9955,252.269,3.372,39.44,3,3
"19792",0.6012,234.302,3.91364,25.78,3,2
"19793",0.4256,291.354,3.9815,39.41,3,4
"19794",9.5283,321.336,2.7709,83.69,3,6
"19795",0.6746,316.832,4.1528,41.99,3,4
"19796",1.5101,316.158,4.0363,50.42,3,5
"19797",16.9441,322.32,4.3611,74.49,3,6
"19798",3.0131,225.247,3.5034,35.26,3,3
"19799",15.1014,275.311,2.9987,54.35,3,4
"19800",2.6855,336.16,3.2009,46.17,2,5
"19801",5.3582,243.266,1.7872,66.48,2,5
"19802",1.3459,224.263,3.2385,37.91,3,3
"19803",15.1014,255.346,3.28198,39.92,3,4
"19804",13.4591,272.304,3.6877,41.99,3,5
"19805",10.691,337.876,3.6444,36.44,3,6
"19806",15.1014,280.287,3.3806,80.05,3,6
"19807",19.0115,288.759,4.202,41.99,3,5
"19808",1.6944,262.312,3.79552,41.99,3,3
"19809",2.3934,303.159,3.9044,37.91,3,4
"19810",4.7755,294.354,4.19228,47.14,4,4
"19811",7.5686,285.387,3.3938,38.33,5,3
"19812",1.5101,323.417,4.88782,38.33,3,4
"19813",0.1346,284.721,4.5927,25.78,3,4
"19814",15.1014,298.269,3.2891,56.51,3,5
"19815",19.0115,263.366,2.2662,49.56,3,5
"19816",8.4921,281.72,3.352,66.4,2,6
"19817",16.9441,338.835,4.534,41.13,2,6
"19818",3.0131,288.293,4.2007,34.14,2,4
"19819",10.691,354.431,4.0085,60.45,3,6
"19820",16.9441,289.382,4.442,27.3,4,3
"19821",26.8545,290.322,4.1047,42.52,5,4
"19822",10.691,296.157,3.0958,46.39,2,6
"19823",11.9955,238.315,3.8721,25.78,3,3
"19824",0.0675,284.34,3.96382,55.13,3,5
"19825",16.9441,224.691,2.8715,41.13,2,4
"19826",10.691,313.74,4.00712,59.31,3,5
"19827",21.3313,271.27,3.52092,30.71,3,5
"19828",23.9341,202.213,2.23532,55.13,2,4
"19829",15.1014,360.369,3.8894,95.5,3,6
"19830",2.3934,248.285,3.4871,41.99,3,3
"19831",23.9341,272.304,3.6877,41.99,3,5
"19832",21.3313,311.388,2.9542,80.32,2,8
"19833",11.9955,339.826,4.45394,46.92,3,5
"19834",0.3793,232.279,2.52102,43.37,2,3
"19835",2.6855,296.305,4.02852,62.51,3,6
"19836",26.8545,373.478,2.7531,64.11,2,7
"19837",8.4921,284.34,3.5572,51.22,3,5
"19838",16.9441,310.444,2.89179,47.02,3,6
"19839",11.9955,288.759,4.202,41.99,3,5
"19840",16.9441,327.783,2.8233,46.61,2,6
"19841",0.0054,421.291,2.555,76.66,2,7
"19842",11.9955,317.348,3.3652,59.39,4,5
"19843",1.3459,268.341,3.9217,41.99,3,4
"19844",19.0115,299.399,3.45364,58.04,3,5
"19845",2.6855,323.204,4.8554,41.99,3,6
"19846",15.1014,327.789,3.6796,56.79,2,7
"19847",1.9012,364.397,4.4673,64.99,3,5
"19848",4.7755,269.735,3.7749,43.84,3,4
"19849",6.012,239.278,2.33064,50.68,3,4
"19850",11.9955,231.298,4.4156,12.89,3,1
"19851",5.3582,298.302,1.765,106.31,2,7
"19852",8.4921,293.124,2.19482,67.77,2,6
"19853",0.12,335.385,1.755,104.4,3,8
"19854",0.9528,270.719,4.1027,48.91,3,4
"19855",3.7933,257.724,3.66654,30.19,3,4
"19856",16.9441,312.369,2.9927,59.59,3,5
"19857",6.7456,235.312,2.7884,42.16,3,5
"19858",5.3582,290.366,4.35792,41.99,3,3
"19859",10.691,295.386,2.6907,35.58,3,4
"19860",9.5283,336.8,4.0184,72.2,3,7
"19861",13.4591,289.291,0.5488,85.82,2,7
"19862",10.691,306.77,4.0132,54.37,2,5
"19863",26.8545,299.399,2.4329,56.65,2,5
"19864",0.5358,333.409,3.6706,57.65,3,6
"19865",4.7755,261.712,3.68742,54.02,2,5
"19866",19.0115,334.194,4.424,50.19,3,5
"19867",0.0601,297.354,2.8204,47.56,3,4
"19868",16.9441,231.23,2.8647,54.02,2,5
"19869",16.9441,296.373,2.48082,68.29,2,7
"19870",15.1014,297.145,2.78882,70.14,2,7
"19871",15.1014,310.788,4.26832,41.91,3,5
"19872",2.1331,323.274,2.88612,77.57,2,8
"19873",10.691,331.165,4.0739,35.53,3,4
"19874",16.9441,239.105,3.8869,28.68,2,4
"19875",21.3313,296.326,3.12618,63.84,2,5
"19876",0.0135,313.382,3.5457,67.01,3,6
"19877",5.3582,276.339,4.10394,41.99,3,3
"19878",13.4591,446.503,4.84302,104.73,3,7
"19879",10.691,326.827,5.1341,29.27,4,4
"19880",16.9441,335.86,3.8879,45.23,3,6
"19881",16.9441,236.27,3.15782,34.14,3,2
"19882",1.9012,262.312,3.79552,41.99,3,3
"19883",16.9441,313.353,3.4344,59,3,5
"19884",9.5283,318.42,5.09302,41.99,3,3
"19885",3.3808,252.277,2.568,90.96,3,5
"19886",15.1014,373.39,1.9589,99.35,4,9
"19887",2.1331,282.73,4.1405,41.99,3,4
"19888",10.691,323.304,3.05192,96.61,3,6
"19889",16.9441,247.319,2.2115,49.33,2,4
"19890",1.3459,282.73,4.1405,41.99,3,4
"19891",0.9528,283.375,4.1768,44.37,2,4
"19892",4.7755,259.309,3.6161,67.16,2,5
"19893",3.3808,255.273,2.7101,47.56,3,4
"19894",9.5283,384.277,4.56304,46.92,3,5
"19895",0.0478,301.317,2.5694,47.56,3,5
"19896",4.7755,258.371,3.9836,25.78,3,4
"19897",19.0115,452.532,3.4771,112.57,3,8
"19898",1.0691,312.348,2.5628,59.81,3,6
"19899",10.691,256.261,3.1455,64.73,2,5
"19900",21.3313,392.499,3.3059,58.64,3,5
"19901",19.0115,227.292,2.52748,41.61,3,4
"19902",3.0131,243.291,3.0473,64.94,3,5
"19903",15.1014,295.289,3.8943,67.16,2,7
"19904",11.9955,227.267,3.03402,54.02,2,4
"19905",19.0115,312.369,4.56522,41.99,3,5
"19906",2.1331,333.435,5.33,44.37,3,4
"19907",8.4921,245.257,3.17312,54.02,2,5
"19908",19.0115,243.31,2.65522,46.06,2,4
"19909",11.9955,344.164,3.8078,59.31,3,5
"19910",8.4921,301.327,1.7731,70.58,3,7
"19911",13.4591,381.306,3.8172,84.86,3,9
"19912",1.6944,344.436,2.6779,66.48,3,6
"19913",5.3582,308.725,0.5719,99.12,2,8
"19914",6.012,218.325,3.37204,24.92,2,3
"19915",10.691,284.315,2.684,52.08,3,5
"19916",0.1901,312.296,3.59752,56.51,3,5
"19917",16.9441,328.026,4.3087,41.13,2,7
"19918",8.4921,286.331,3.677,45.75,3,5
"19919",21.3313,349.289,3.0766,84.86,3,8
"19920",15.1014,420.443,2.0487,122.24,3,10
"19921",2.6855,373.202,4.22092,56.51,3,5
"19922",16.9441,368.385,3.78404,74.97,3,6
"19923",21.3313,374.44,4.5678,50.8,4,5
"19924",10.691,217.297,2.89752,37.28,2,4
"19925",13.4591,308.577,3.7506,54.88,2,8
"19926",3.3808,255.302,2.9436,54.88,3,5
"19927",15.1014,293.432,3.7272,38.33,2,4
"19928",16.9441,214.184,1.7866,77.84,3,6
"19929",2.6855,280.279,2.9328,52.6,3,4
"19930",4.7755,228.295,1.9976,34.03,2,3
"19931",4.7755,290.269,3.2682,42.85,3,6
"19932",16.9441,467.547,3.4269,113.6,3,9
"19933",10.691,284.34,3.5534,65.98,3,5
"19934",19.0115,344.436,2.6779,66.48,3,6
"19935",11.9955,284.384,3.51032,44.89,3,4
"19936",23.9341,472.588,3.9925,85.8,3,9
"19937",4.7755,228.32,3.90824,28.68,3,3
"19938",0.4256,301.396,3.6655,54.88,3,6
"19939",23.9341,318.442,4.5719,43.38,3,5
"19940",15.1014,375.381,2.6413,94.17,3,9
"19941",2.1331,253.33,3.9487,37.81,3,4
"19942",4.7755,281.384,4.1847,28.49,3,4
"19943",8.4921,264.328,3.40972,45.79,2,3
"19944",6.7456,323.348,3.3123,64.63,3,5
"19945",11.9955,284.315,1.8253,60.45,3,5
"19946",11.9955,284.359,3.64884,61.96,2,4
"19947",8.4921,338.367,3.1016,77.86,3,7
"19948",6.7456,313.744,3.9655,77.48,3,6
"19949",21.3313,319.364,3.31572,63.58,3,5
"19950",10.691,358.401,3.40622,83.45,3,6
"19951",4.7755,333.391,3.70582,63.58,3,5
"19952",21.3313,297.745,3.5852,57.25,3,5
"19953",16.9441,378.819,3.7512,83.45,3,7
"19954",15.1014,341.392,3.0492,81.18,3,7
"19955",13.4591,348.349,4.4086,41.99,3,7
"19956",16.9441,273.723,2.889,54.35,2,5
"19957",19.0115,358.401,3.40622,83.45,3,6
"19958",10.691,259.696,2.4989,54.35,2,5
"19959",0.3793,364.441,5.09380000000001,63.6,3,4
"19960",11.9955,320.295,3.3435,60.45,2,7
"19961",11.9955,257.268,2.29302,54.35,2,5
"19962",13.4591,333.185,3.5046,51.22,2,5
"19963",0.9528,278.315,3.1715,70.4,3,5
"19964",9.5283,290.75,3.73984,61.96,2,5
"19965",3.3808,276.748,4.0203,35.01,3,5
"19966",1.9012,253.301,3.12484,46.17,2,3
"19967",9.5283,302.277,2.7263,43.59,2,8
"19968",15.1014,267.328,3.51494,46.17,2,3
"19969",16.9441,311.406,4.4269,33.45,3,4
"19970",7.5686,297.745,3.5852,57.25,3,5
"19971",23.9341,313.422,4.4002,46.17,2,4
"19972",9.5283,298.342,2.99242,52.08,3,5
"19973",11.9955,372.373,3.9586,80.67,3,7
"19974",7.5686,272.3,3.2825,56.51,3,4
"19975",6.7456,269.256,3.2136,69.44,2,5
"19976",19.0115,335.794,4.5527,54.88,3,5
"19977",10.691,290.344,2.189,73.91,2,6
"19978",6.7456,293.37,3.6057,44.7,3,4
"19979",0.8492,238.337,3.07374,41.99,2,5
"19980",16.9441,372.428,3.71464,83.45,3,6
"19981",26.8545,358.195,3.3999,77.48,3,6
"19982",4.2562,269.256,3.4835,73.35,2,5
"19983",15.1014,311.381,2.9927,47.56,3,4
"19984",16.9441,324.336,2.73708,80.58,3,6
"19985",2.6855,267.353,4.48072,33.12,3,3
"19986",10.691,338.816,3.5388,60.45,3,7
"19987",10.691,367.408,4.3713,74.58,4,5
"19988",13.4591,243.241,1.9846,54.35,2,5
"19989",0.1901,304.191,4.9305,27.96,2,4
"19990",0.2393,243.285,4.3071,27.96,2,4
"19991",10.691,273.163,3.31032,41.13,2,5
"19992",21.3313,357.435,2.74938,82.76,2,7
"19993",2.6855,254.333,3.62514,41.13,2,3
"19994",11.9955,294.333,3.9951,50.17,3,5
"19995",11.9955,324.38,4.2583,70.92,2,5
"19996",5.3582,297.387,3.53924,63.06,3,6
"19997",15.1014,244.334,3.5656,40.46,5,2
"19998",0.3013,294.738,3.5295,45.75,3,6
"19999",23.9341,253.729,4.2212,38.33,2,4
"20000",0.0107,224.219,3.2962,56.03,3,4
"20001",5.3582,446.455,4.4117,99.13,3,7
"20002",16.9441,417.259,3.978,71.36,3,7
"20003",10.691,278.308,3.78442,81.47,2,6
"20004",13.4591,277.374,2.57832,54.02,2,6
"20005",0.8492,328.751,4.11182,56.51,3,5
"20006",16.9441,411.461,4.6829,72.81,4,6
"20007",10.691,372.421,4.1476,60.45,3,7
"20008",0.8492,251.293,2.794,65.96,3,5
"20009",6.012,420.443,2.0487,122.24,3,10
"20010",2.3934,295.298,2.343,97.71,3,6
"20011",5.3582,356.179,3.94978,71.94,3,6
"20012",10.691,330.359,4.2695,41.99,3,6
"20013",23.9341,389.786,4.3705,73.39,2,10
"20014",21.3313,415.449,3.1293,87.74,4,7
"20015",0.6012,266.279,3.2149,50.17,3,5
"20016",11.9955,334.379,3.31752,76.47,3,6
"20017",15.1014,347.392,2.5037,81.7,3,7
"20018",23.9341,270.115,3.6785,42.09,2,5
"20019",19.0115,310.444,3.03589,47.02,3,6
"20020",4.2562,398.507,4.3422,41.99,2,7
"20021",11.9955,300.308,3.4186,44.89,3,5
"20022",23.9341,265.284,2.0413,55.4,2,5
"20023",0.3381,280.323,3.6133,46.53,3,3
"20024",0.019,267.288,2.8238,67.01,3,5
"20025",9.5283,295.294,2.8134,74.69,4,5
"20026",2.3934,385.217,4.8533,74.83,3,6
"20027",30.1313,325.28,3.29512,107.76,3,8
"20028",15.1014,343.467,3.9265,47.56,5,4
"20029",2.1331,378.222,3.6279,56.79,3,6
"20030",6.012,298.245,3.5589,55.13,3,8
"20031",0.0849,301.733,3.4772,67.01,3,6
"20032",11.9955,305.341,3.0342,79.27,3,6
"20033",21.3313,256.349,3.40098,52.89,2,3
"20034",11.9955,264.332,3.39714,41.69,3,4
"20035",19.0115,296.208,4.27632,29.1,2,3
"20036",1.3459,272.307,3.96378,52.89,3,3
"20037",0.6746,306.321,2.8801,72.05,3,5
"20038",11.9955,247.729,3.25782,37.28,2,4
"20039",2.3934,340.766,4.343,81.92,3,6
"20040",15.1014,259.74,3.87952,37.28,2,4
"20041",11.9955,252.289,3.78072,24.39,2,5
"20042",19.0115,280.437,4.24252,41.99,2,4
"20043",5.3582,339.347,4.12092,69.93,4,6
"20044",16.9441,372.421,4.1476,60.45,3,7
"20045",0.7569,350.805,5.1512,61.69,3,5
"20046",5.3582,246.335,3.19922,41.99,3,4
"20047",6.7456,306.321,3.8318,71.45,3,5
"20048",16.9441,261.756,3.64792,37.28,2,4
"20049",15.1014,402.45,4.5143,71.36,4,6
"20050",19.0115,328.428,4.6873,33.29,2,6
"20051",21.3313,387.823,2.7543,87.74,3,8
"20052",2.1331,313.422,4.1581,38.33,3,4
"20053",26.8545,418.478,3.99132,101.05,4,8
"20054",10.691,224.31,2.76532,41.99,2,5
"20055",10.691,326.356,2.8774,80,3,7
"20056",7.5686,320.186,3.7525,38.33,2,4
"20057",0.9528,303.268,3.4166,67.01,3,7
"20058",9.5283,308.74,3.87894,61.96,2,6
"20059",4.7755,303.789,4.6418,39.19,2,4
"20060",15.1014,292.382,3.7423,34.89,3,3
"20061",10.691,413.433,4.4984,93.45,4,7
"20062",11.9955,331.165,4.0739,35.53,3,4
"20063",13.4591,294.31,2.288,61.19,3,5
"20064",2.6855,319.332,3.30434,68.39,2,6
"20065",11.9955,334.194,4.4545,31.35,4,5
"20066",0.6012,280.331,2.8812,61.02,3,5
"20067",15.1014,255.277,1.6609,71.17,3,5
"20068",16.9441,275.735,3.6434,38.33,2,4
"20069",5.3582,247.319,3.80522,38.33,2,4
"20070",6.7456,341.798,4.09502,56.15,3,6
"20071",5.3582,291.358,2.3514,45.15,4,5
"20072",26.8545,299.329,4.7532,50.19,4,3
"20073",0.4256,271.707,3.4686,57.78,3,5
"20074",16.9441,328.393,3.1457,72.05,3,6
"20075",2.3934,262.272,2.68688,81.57,3,5
"20076",11.9955,286.282,4.46792,63.63,2,8
"20077",11.9955,329.513,4.0078,27.3,5,4
"20078",2.6855,333.638,3.88812,41.99,2,6
"20079",11.9955,321.764,1.7061,64.43,2,7
"20080",23.9341,373.84,3.7109,74.16,3,7
"20081",13.4591,373.478,2.19542,60.93,3,7
"20082",7.5686,319.316,4.3497,80.44,3,5
"20083",0.4256,292.338,3.30312,54.59,3,4
"20084",6.7456,288.354,3.89802,50.17,3,4
"20085",10.691,275.279,3.583,47.56,2,5
"20086",3.3808,227.311,2.8417,20.53,2,3
"20087",15.1014,390.439,3.7393,76.66,3,6
"20088",7.5686,269.319,3.4956,29.1,3,3
"20089",16.9441,293.326,2.72632,66.89,3,5
"20090",9.5283,267.328,3.631,38.33,3,3
"20091",11.9955,349.39,2.5914,78.51,3,6
"20092",26.8545,335.363,2.4977,101.29,3,6
"20093",2.1331,360.413,4.4763,67.43,3,5
"20094",4.7755,440.459,3.7666,105.81,4,8
"20095",9.5283,346.386,4.2699,78.43,3,5
"20096",19.0115,352.45,4.5432,33.29,5,6
"20097",26.8545,315.17,3.2073,34.89,3,4
"20098",7.5686,340.301,2.7658,60.33,2,8
"20099",19.0115,397.5,3.01312,73.48,4,7
"20100",1.5101,336.395,4.21122,76.02,3,6
"20101",7.5686,324.767,4.6374,61.69,3,5
"20102",13.4591,242.303,3.6805,48.91,3,4
"20103",1.3459,327.247,3.05227,45.85,2,5
"20104",23.9341,344.233,4.9298,29.96,3,4
"20105",15.1014,308.164,3.7688,46.17,2,5
"20106",9.5283,345.196,3.238,44.12,3,5
"20107",13.4591,389.236,0.5443,24.11,3,3
"20108",0.9528,299.171,4.3018,17.82,3,3
"20109",15.1014,273.719,3.5515,46.17,2,4
"20110",3.3808,320.308,2.9069,97.49,3,7
"20111",13.4591,243.335,3.436,54.7,3,4
"20112",19.0115,312.413,4.59994,61.96,2,4
"20113",0.7569,313.353,3.502,57.12,2,5
"20114",9.5283,198.225,3.8076,44.95,2,3
"20115",15.1014,196.205,2.514,30.21,2,2
"20116",9.5283,248.326,2.6107,45.06,2,4
"20117",8.4921,307.353,3.44162,56.15,3,5
"20118",15.1014,256.261,1.0127,79.29,2,5
"20119",0.7569,300.289,2.0829,72.63,3,6
"20120",19.0115,341.388,4.2768,60.7,4,6
"20121",23.9341,327.361,3.3388,83.47,3,6
"20122",10.691,303.362,3.2901,58.04,3,6
"20123",15.1014,284.287,2.4291,43.59,2,7
"20124",4.2562,443.459,4.507,102.68,4,8
"20125",6.7456,294.379,4.209,41.99,3,4
"20126",13.4591,293.326,3.1332,56.15,3,5
"20127",13.4591,254.333,3.62514,41.13,2,3
"20128",23.9341,265.265,0.4078,76.07,2,6
"20129",1.3459,292.342,3.4745,59.4,3,5
"20130",9.5283,225.291,3.28982,29.1,2,2
"20131",26.8545,360.413,4.4763,67.43,3,5
"20132",1.9012,266.391,3.63614,41.99,2,5
