"","Potency","MolWt","MolLogP","TPSA","RingCount","NumHeteroAtoms"
"2256",1.1995,272.307,3.5389,34.89,4,3
"2257",16.9441,435.531,1.57232,113.52,3,11
"2258",10.691,424.884,4.5711,77.52,4,7
"2259",16.9441,302.333,4.6938,58.62,4,4
"2260",6.7456,326.179,3.4777,59.16,3,6
"2261",0.0849,369.442,3.96004,68.53,3,6
"2262",6.012,341.802,2.9406,66.81,3,7
"2263",9.5283,265.309,3.3131,52.32,2,5
"2264",1.9012,309.362,2.72434,85.46,1,6
"2265",16.9441,348.152,3.5631,72.3,3,6
"2266",1.3459,255.273,2.97602,47.56,3,4
"2267",23.9341,264.672,1.9872,90.63,2,7
"2268",19.0115,285.332,3.34592,75.4,3,7
"2269",1.3459,294.339,4.8986,73.63,4,6
"2270",13.4591,322.32,2.1933,95.83,3,6
"2271",11.9955,430.504,2.737,133.24,2,11
"2272",13.4591,443.455,4.5543,90.93,4,7
"2273",7.5686,289.364,1.65949,58.44,3,7
"2274",0.9528,283.287,2.988,79.88,3,6
"2275",11.9955,425.557,4.50724,43.9,4,5
"2276",16.9441,312.398,3.01554,59.28,3,6
"2277",1.9012,317.395,3.5275,64.11,3,7
"2278",23.9341,352.399,3.3612,44.62,3,5
"2279",8.4921,461.874,4.6963,74.69,3,12
"2280",13.4591,210.236,2.38472,45.75,3,3
"2281",0.6012,282.368,4.5623,34.15,3,4
"2282",15.1014,298.364,-0.60588,105.31,2,7
"2283",15.1014,279.727,2.95704,75.11,2,6
"2284",11.9955,272.275,3.29542,54.37,2,4
"2285",2.1331,256.29,2.3386,67.77,3,6
"2286",21.3313,255.705,1.5011,69.22,2,6
"2287",6.7456,286.327,3.3174,63.6,2,4
"2288",1.6944,309.412,3.85544,55.4,2,6
"2289",19.0115,283.371,3.6471,38.33,2,3
"2290",16.9441,436.512,3.0896,90.98,4,8
"2291",11.9955,236.275,3.58822,63.63,2,6
"2292",15.1014,337.375,3.71642,79.54,4,5
"2293",19.0115,295.385,2.5952,57.61,3,6
"2294",0.8492,358.419,3.24382,79.62,3,7
"2295",5.3582,204.298,2.63511,28.78,2,3
"2296",13.4591,275.373,3.4653,38.33,2,4
"2297",19.0115,255.317,2.8685,38.33,2,3
"2298",19.0115,346.386,3.4854,62.55,4,5
"2299",10.691,329.83,3.2486,57.61,3,7
"2300",19.0115,315.2,2.7357,49.41,2,6
"2301",19.0115,350.237,4.49522,42.24,3,5
"2302",16.9441,446.58,4.04682,98.72,4,8
"2303",10.691,446.58,4.18932,98.72,4,8
"2304",16.9441,324.207,3.9745,38.33,2,5
"2305",15.1014,311.204,3.1576,34.89,2,5
"2306",11.9955,319.386,1.7307,95.68,2,7
"2307",7.5686,287.388,2.7734,45.23,3,5
"2308",6.7456,273.386,3.68702,38.67,3,5
"2309",9.5283,369.298,5.73912,41.99,3,7
"2310",11.9955,250.323,1.59282,50.69,2,5
"2311",13.4591,247.298,1.9938,77.21,2,5
"2312",11.9955,294.807,4.1542,41.13,2,5
"2313",16.9441,390.119,4.0261,32.34,2,5
"2314",1.0691,289.356,3.48552,55.4,2,5
"2315",1.0691,294.759,4.0118,46.53,2,5
"2316",21.3313,422.506,4.2917,76.99,4,7
"2317",21.3313,325.412,2.8415,44.81,3,5
"2318",19.0115,302.399,3.14542,41.57,3,5
"2319",13.4591,352.232,3.9087,36.42,2,6
"2320",21.3313,383.4,2.23054,90.93,3,7
"2321",13.4591,436.917,3.5381,84.94,4,9
"2322",16.9441,286.331,2.5564,62.13,3,5
"2323",23.9341,320.753,4.1874,56.51,3,6
"2324",0.0379,358.188,1.6423,65.07,2,7
"2325",1.3459,277.323,4.1738,42.24,4,3
"2326",15.1014,314.36,3.56,49.41,2,5
"2327",3.7933,256.257,2.9771,63.6,2,4
"2328",26.8545,418.493,4.392,71.78,4,6
"2329",19.0115,337.375,3.48492,60.7,4,5
"2330",9.5283,318.804,4.09772,50.36,2,5
"2331",1.0691,332.406,2.9276,68.29,3,7
"2332",1.3459,473.554,4.59574,105.23,4,8
"2333",9.5283,468.542,4.24502,108.79,5,9
"2334",10.691,364.408,1.0458,111.02,3,10
"2335",10.691,416.434,1.6066,126.07,4,10
"2336",0.6012,271.341,3.8839,31.35,3,4
"2337",3.0131,350.33,3.0349,94.42,4,7
"2338",2.3934,465.6,4.98484000000001,79.37,4,8
"2339",21.3313,272.333,1.98038,95.56,2,6
"2340",0.1069,311.193,4.0438,45.75,3,6
"2341",4.7755,286.356,2.4376,50.69,3,5
"2342",10.691,297.274,1.41372,90.64,4,8
"2343",11.9955,427.504,5.12838000000001,67.08,4,6
"2344",6.012,270.357,3.4808,26.52,3,4
"2345",0.0675,329.355,4.7618,59.42,4,4
"2346",21.3313,513.535,4.1601,146.78,5,11
"2347",0.2685,344.352,1.88278,124.26,3,9
"2348",11.9955,388.409,0.5344,119.31,3,11
"2349",19.0115,376.412,3.8168,84.06,4,6
"2350",21.3313,369.522,3.1827,93.79,3,10
"2351",21.3313,240.331,3.4722,17.29,3,3
"2352",6.012,283.4,3.5382,20.53,3,4
"2353",10.691,304.371,2.966,63.83,3,6
"2354",19.0115,289.294,2.203,67.23,4,5
"2355",3.3808,380.411,4.3247,99.08,5,7
"2356",4.7755,318.293,1.4302,137.79,2,10
"2357",11.9955,318.423,3.9377,51.22,3,6
"2358",21.3313,345.384,2.50752,105.93,3,9
"2359",19.0115,237.262,2.21488,61.06,3,4
"2360",23.9341,415.409,1.61922,128.66,4,9
"2361",8.4921,361.81,4.24432,92.01,3,8
"2362",19.0115,491.529,3.7,135.78,4,11
"2363",19.0115,361.426,5.02582,68.02,4,6
"2364",16.9441,424.453,2.9668,102.01,3,8
"2365",15.1014,346.858,4.3677,61.69,5,5
"2366",3.0131,349.346,4.1857,85.41,4,7
"2367",15.1014,244.294,2.4641,61.69,2,4
"2368",0.8492,379.239,2.91658,105.8,2,8
"2369",11.9955,249.295,2.7843,59.27,2,6
"2370",16.9441,471.991,4.9222,88.16,4,9
"2371",0.6012,390.512,5.62999,55.73,4,6
"2372",15.1014,313.353,3.5703,67.79,2,5
"2373",3.7933,369.515,4.74072,54.02,3,6
"2374",6.012,322.32,2.27122,89.12,3,6
"2375",26.8545,207.149,0.4805,117.83,2,8
"2376",3.3808,386.473,3.65192,109.49,3,7
"2377",26.8545,395.311,4.2261,41.57,3,7
"2378",3.7933,359.48,2.74898,82.74,3,8
"2379",19.0115,403.39,3.9399,74.3,5,7
"2380",15.1014,292.342,3.88112,63.31,3,5
"2381",2.6855,374.465,4.9019,51.22,4,5
"2382",11.9955,359.52,3.81272,53.16,3,6
"2383",10.691,345.427,4.3689,46.39,4,5
"2384",2.3934,212.248,3.48412,30.21,2,2
"2385",6.012,430.472,3.57794,122.37,4,10
"2386",5.3582,379.419,4.9486,57.01,5,5
"2387",0.1901,359.501,3.7564,47.25,5,7
"2388",3.3808,438.915,4.15336,84.72,3,8
"2389",7.5686,323.4,3.5607,76.54,3,6
"2390",6.012,311.384,5.2493,33.12,5,2
"2391",6.012,312.394,3.80028,66.14,3,5
"2392",11.9955,480.336,3.3335,98.77,2,9
"2393",6.012,336.822,5.03864,34.89,3,4
"2394",26.8545,310.401,2.99044,52.71,3,5
"2395",6.012,405.406,4.74444,112.93,3,7
"2396",9.5283,328.371,4.55312,44.12,4,4
"2397",3.3808,395.44,4.29134,115.33,3,8
"2398",16.9441,381.432,3.5539,89.02,3,7
"2399",0.6746,269.3,3.2762,47.89,2,4
"2400",6.012,408.498,5.5002,42.85,4,6
"2401",1.3459,394.5,3.4293,75.28,3,7
"2402",23.9341,362.458,4.85139,55.73,4,6
"2403",1.5101,459.443,5.44590000000001,65.79,4,9
"2404",11.9955,356.23,4.4934,55.4,2,7
"2405",15.1014,249.273,4.3558,57.84,3,4
"2406",21.3313,296.351,3.3708,61.69,3,5
"2407",15.1014,305.428,2.99634,53.16,2,6
"2408",23.9341,314.345,2.01244,77.74,3,7
"2409",3.3808,378.475,5.80322,33.2,5,3
"2410",23.9341,383.542,5.13082,54.02,3,6
"2411",15.1014,283.291,2.34814,94.85,3,7
"2412",1.3459,404.491,4.9105,60.45,4,6
"2413",0.8492,254.31,3.51912,34.14,3,3
"2414",8.4921,292.338,3.9589,55.13,4,4
"2415",3.3808,360.331,5.1379,35.53,3,6
"2416",3.3808,298.294,3.0779,64.99,3,5
"2417",1.5101,422.554,4.2095,75.28,3,7
"2418",16.9441,435.003,4.83064,68.86,4,10
"2419",8.4921,319.795,5.02512,30.19,4,4
"2420",13.4591,345.398,4.50902,55.4,3,4
"2421",5.3582,389.451,4.90772,64.63,3,5
"2422",10.691,340.198,3.5341,47.56,3,6
"2423",4.7755,383.364,2.5952,124.79,3,10
"2424",10.691,327.714,4.2023,47.56,2,7
"2425",19.0115,301.371,4.5387,74.91,3,6
"2426",9.5283,334.375,3.58842,61.19,3,5
"2427",7.5686,277.374,2.8063,47.26,3,6
"2428",9.5283,367.408,5.2171,63.41,5,5
"2429",15.1014,419.55,4.63552,53.51,5,6
"2430",5.3582,285.35,4.37172,30.19,4,3
"2431",2.3934,397.391,2.9853,124.79,3,10
"2432",19.0115,263.347,2.4162,47.26,3,6
"2433",19.0115,397.434,5.2257,72.64,5,6
"2434",1.9012,334.375,3.58842,61.19,3,5
"2435",26.8545,332.816,3.36052,59.28,3,7
"2436",1.1995,394.254,4.6276,72.47,2,7
"2437",15.1014,407.524,4.4832,72.7,4,8
"2438",3.3808,357.413,4.1911,55.63,4,5
"2439",2.1331,300.427,4.63732,41.99,3,4
"2440",9.5283,333.771,3.7622,56.79,3,6
"2441",19.0115,345.878,3.64542,46.84,3,6
"2442",0.0757,275.329,3.3377,47.89,2,5
"2443",4.7755,306.456,4.36064,41.46,2,5
"2444",15.1014,462.347,5.5252,56.15,4,6
"2445",1.5101,428.941,5.4551,81.42,3,7
"2446",0.3013,257.383,4.83662,12.89,3,3
"2447",15.1014,336.413,2.62984,68.61,2,7
"2448",11.9955,323.83,3.5389,47.26,3,7
"2449",0.4775,438.531,5.6658,83.12,4,6
"2450",1.6944,291.354,3.9083,47.78,3,4
"2451",0.6012,411.509,4.63288,72.17,4,6
"2452",6.7456,316.426,3.91604,50.69,2,5
"2453",0.5358,294.383,3.73872,65.36,3,5
"2454",4.2562,332.428,5.15592,52.89,3,4
"2455",16.9441,395.842,4.9579,64.63,3,6
"2456",4.2562,336.46,4.8126,25.36,4,4
"2457",16.9441,436.566,4.5483,98.72,4,9
"2458",2.1331,375.424,4.5993,64.63,3,5
"2459",3.0131,293.153,4.0403,41.99,2,5
"2460",3.7933,322.795,4.73022,34.89,3,4
"2461",4.7755,361.445,3.4412,54.46,4,5
"2462",6.7456,343.404,3.8884,57.12,3,6
"2463",16.9441,387.439,4.1997,64.86,4,6
"2464",13.4591,221.651,3.0607,79.42,2,6
"2465",7.5686,227.288,3.0522,22,3,3
"2466",11.9955,352.386,2.8229,72.83,4,5
"2467",10.691,339.778,4.23632,56.26,3,5
"2468",11.9955,354.475,4.27454,44.12,3,5
"2469",0.1069,296.278,3.0924,53.99,4,5
"2470",1.0691,307.85,4.2798,37.28,3,5
"2471",0.0849,323.421,3.91954,46.39,3,5
"2472",11.9955,313.426,2.5068,35.58,4,5
"2473",15.1014,333.869,5.3611,37.28,3,6
"2474",6.012,423.332,3.3958,70.59,2,7
"2475",1.9012,288.302,3.6238,43.37,4,3
"2476",8.4921,291.282,1.9882,73.22,2,7
"2477",8.4921,474.348,4.20682,97.61,3,10
"2478",10.691,277.367,3.59312,20.31,3,2
"2479",21.3313,378.45,3.2578,80.06,3,8
"2480",13.4591,350.44,3.28364,68.61,2,7
"2481",4.7755,287.362,4.68882,32.86,4,2
"2482",5.3582,228.255,1.37002,59.81,2,5
"2483",10.691,298.129,3.05372,67.49,2,7
"2484",9.5283,274.345,3.1274,50.69,2,5
"2485",0.151,428.448,5.11940000000001,110.63,4,8
"2486",1.0691,395.462,5.54064,67.49,4,5
"2487",13.4591,325.408,4.67164,47.89,2,4
"2488",0.6746,397.482,4.32446,72.17,4,6
"2489",4.7755,316.426,3.91764,50.69,2,5
"2490",13.4591,237.715,3.2425,37.28,2,5
"2491",15.1014,342.42,2.9533,59.92,3,6
"2492",19.0115,363.694,4.7951,47.56,2,9
"2493",2.1331,476.385,5.53482,79.79,3,9
"2494",4.7755,314.816,4.4014,41.46,2,4
"2495",19.0115,317.772,4.0455,55.4,2,5
"2496",0.9528,292.338,2.28886,58.53,3,4
"2497",2.6855,462.781,5.5514,59.29,4,12
"2498",15.1014,282.299,2.5693,59.92,3,5
"2499",19.0115,473.392,5.5642,81.42,3,7
"2500",21.3313,220.271,4.1956,17.07,3,1
"2501",1.5101,411.461,4.5863,72.81,4,6
"2502",26.8545,356.447,2.9279,50.8,3,6
"2503",0.006,338.885,4.09342,41.46,2,6
"2504",1.5101,286.4,3.5488,24.5,2,4
"2505",19.0115,240.306,2.93304,34.89,2,3
"2506",6.012,344.436,3.05392,49.85,3,6
"2507",11.9955,290.391,5.26682,28.68,4,3
"2508",6.7456,480.337,5.6643,56.15,4,7
"2509",6.012,360.417,3.57394,83.45,3,6
"2510",0.7569,408.527,3.8194,75.28,3,7
"2511",2.3934,359.52,3.81272,53.16,3,6
"2512",11.9955,445.796,5.0328,72.47,2,10
"2513",13.4591,303.745,3.7536,47.56,3,5
"2514",1.5101,226.279,2.62462,34.89,2,3
"2515",0.0757,422.554,4.2095,75.28,3,7
"2516",0.7569,279.162,3.8253,17.3,3,4
"2517",2.3934,345.468,2.81874,45.55,3,6
"2518",10.691,340.766,4.5557,65.71,4,6
"2519",0.9528,312.394,3.70454,47.5,3,5
"2520",1.3459,327.296,2.1299,103.06,3,8
"2521",7.5686,330.453,4.30774,50.69,2,5
"2522",6.7456,449.304,5.1957,61.19,4,6
"2523",4.7755,293.33,3.47162,88.53,3,6
"2524",0.0675,306.427,4.6537,17.07,3,4
"2525",11.9955,348.427,4.79472,55.13,4,5
"2526",10.691,427.504,4.50754,87.13,4,6
"2527",13.4591,275.358,2.5823,47.26,3,6
"2528",0.9528,298.367,3.39612,47.5,3,5
"2529",7.5686,321.174,2.6316,64.35,2,5
"2530",10.691,287.344,4.21102,74.91,3,6
"2531",4.7755,339.424,3.06312,72.7,3,7
"2532",1.3459,304.305,3.81842,69.13,4,5
"2533",6.012,304.305,3.81842,69.13,4,5
"2534",1.3459,374.469,4.46774,59.28,4,6
"2535",15.1014,350.4,1.82342,108.06,2,9
"2536",16.9441,300.318,1.70402,77.74,3,7
"2537",10.691,329.475,5.0146,38.67,4,6
"2538",19.0115,310.353,2.67682,59.92,3,5
"2539",3.7933,344.798,3.33022,59.92,3,6
"2540",7.5686,291.394,3.8471,20.31,3,2
"2541",0.7569,288.416,3.2163,41.46,2,4
"2542",19.0115,432.322,3.38362,88.38,3,8
"2543",0.0054,254.377,4.7136,28.68,3,2
"2544",4.7755,302.374,3.5299,41.46,3,5
"2545",5.3582,445.416,4.8849,65.79,4,9
"2546",7.5686,445.416,4.93934,65.79,4,9
"2547",13.4591,356.403,3.2265,62.58,4,7
"2548",2.3934,268.341,3.7841,35.01,3,4
"2549",2.3934,316.357,3.53522,47.5,3,6
"2550",5.3582,332.812,4.04952,47.5,3,6
"2551",26.8545,457.939,4.3034,96.86,3,9
"2552",16.9441,275.308,3.0618,45.56,3,6
"2553",16.9441,299.377,4.68014,30.19,4,3
"2554",15.1014,351.362,3.58732,96.84,3,7
"2555",11.9955,456.527,3.8597,92.35,4,8
"2556",0.5358,290.278,3.51,69.13,4,5
"2557",3.3808,415.468,4.90472,49.58,5,6
"2558",19.0115,331.375,3.2726,63.58,3,5
"2559",15.1014,380.404,2.7698,97.83,3,8
"2560",4.7755,446.503,3.8463,85.89,4,7
"2561",15.1014,351.833,4.849,38.33,3,4
"2562",16.9441,351.833,4.849,38.33,3,4
"2563",3.3808,321.405,4.0212,54.88,3,5
"2564",1.9012,415.522,4.73012,72.7,4,7
"2565",10.691,312.398,3.19002,59.28,3,6
"2566",19.0115,381.888,5.3623,57.25,4,6
"2567",5.3582,264.375,3.19034,41.46,2,5
"2568",4.7755,421.305,5.0817,81.42,3,8
"2569",6.012,274.345,2.64372,54.27,2,5
"2570",0.1069,463.402,4.10342,158.75,3,11
"2571",10.691,298.411,3.69922,41.46,3,4
"2572",2.1331,320.417,4.6262,41.99,3,4
"2573",0.3381,364.474,3.33902,66.05,3,6
"2574",2.6855,302.374,3.5299,41.46,3,5
"2575",2.1331,449.352,4.94464000000001,59.81,4,6
"2576",16.9441,441.94,4.60322,87.63,3,8
"2577",21.3313,308.135,2.50942,67.49,2,6
"2578",16.9441,286.291,1.22112,77.74,3,7
"2579",4.7755,287.319,2.15752,73.22,2,6
"2580",6.012,535.9,6.72844000000001,56.15,4,11
"2581",19.0115,345.402,3.6627,63.58,3,5
"2582",3.7933,288.328,2.54912,59.92,3,6
"2583",16.9441,440.297,4.75682,83.7,3,7
"2584",16.9441,251.289,2.6581,44.7,3,4
"2585",11.9955,413.362,4.5864,44.12,3,7
"2586",2.3934,292.429,3.97054,41.46,2,5
"2587",3.7933,297.293,3.3023,88.53,3,7
"2588",15.1014,248.285,3.9359,35.01,3,3
"2589",6.7456,396.446,5.23372,60.45,5,5
"2590",0.9528,303.701,3.2596,57.12,3,6
"2591",13.4591,353.451,3.37154,72.7,3,7
"2592",3.0131,282.412,4.6096,17.82,3,3
"2593",0.9528,254.358,3.8294,17.82,3,3
"2594",1.6944,268.385,4.2195,17.82,3,3
"2595",13.4591,369.515,5.00796,54.88,3,6
"2596",1.5101,355.488,4.69954,54.88,3,6
"2597",7.5686,369.515,5.00796,54.88,3,6
"2598",8.4921,431.153,3.74407,50.78,3,7
"2599",23.9341,255.273,2.6106,60.77,3,4
"2600",2.6855,313.382,3.19842,67.87,3,6
"2601",23.9341,312.391,-0.21738,105.31,2,7
"2602",21.3313,241.319,3.3468,41.57,3,4
"2603",2.6855,372.427,3.6983,89.27,4,8
"2604",8.4921,310.14,2.8657,77.57,2,7
"2605",2.1331,323.287,3.0043,96.7,4,8
"2606",4.7755,284.271,1.7665,90.65,3,6
"2607",21.3313,412.334,3.779,85.08,3,8
"2608",16.9441,343.431,2.3874,73.14,3,7
"2609",3.7933,284.702,3.5024,52.08,3,5
"2610",15.1014,305.359,2.6505,73.34,3,7
"2611",2.6855,298.165,2.86132,54.88,2,6
"2612",11.9955,325.401,2.58812,102.5,3,8
"2613",6.7456,276.365,3.1455,66.91,3,6
"2614",21.3313,365.386,2.13582,97.39,2,9
"2615",11.9955,297.318,2.6209,81.07,3,7
"2616",4.7755,289.364,2.21744,83.41,2,7
"2617",19.0115,299.359,2.27892,96.16,3,7
"2618",11.9955,310.408,1.2762,85.59,3,9
"2619",16.9441,419.46,3.70764,66.88,5,8
"2620",8.4921,344.392,2.9354,79.62,3,7
"2621",23.9341,293.322,4.0019,51.47,3,4
"2622",13.4591,380.444,4.22882,63.94,4,6
"2623",2.1331,340.191,3.3151,63.47,3,8
"2624",2.1331,318.401,5.0339,35.01,4,4
"2625",1.9012,350.494,3.9348,73.92,3,8
"2626",2.6855,339.395,2.57604,85.4,3,6
"2627",16.9441,503.621,3.04612,105.25,3,10
"2628",15.1014,361.397,4.228,72.47,3,5
"2629",5.3582,386.411,2.1124,99.98,4,7
"2630",0.5358,442.516,4.7137,66.71,4,9
"2631",1.0691,565.725,4.30444,139,4,12
"2632",10.691,392.456,3.5605,66.71,3,9
"2633",3.7933,458.609,4.86264,78.27,4,9
"2634",10.691,265.313,1.9283,74.16,1,6
"2635",9.5283,430.472,3.57794,122.37,4,10
"2636",16.9441,270.766,3.2269,41.46,2,6
"2637",4.7755,308.337,3.40852,53.35,3,5
"2638",16.9441,484.213,4.4443,41.57,3,7
"2639",15.1014,263.793,4.674,12.03,2,3
"2640",6.012,317.348,3.53632,74.05,4,5
"2641",15.1014,237.306,3.82028,48.71,2,3
"2642",21.3313,366.184,2.2244,93.88,1,8
"2643",9.5283,227.694,4.4883,15.79,3,2
"2644",16.9441,462.347,5.5252,56.15,4,6
"2645",6.7456,193.249,2.6686,26.02,2,1
"2646",1.0691,433.516,4.0687,96.79,4,9
"2647",19.0115,265.381,4.83552,12.89,3,2
"2648",4.7755,428.5,3.68752,103.35,5,9
"2649",11.9955,421.526,3.59392,81.4,3,8
"2650",8.4921,335.234,4.8807,41.46,2,5
"2651",26.8545,306.156,3.7127,55.63,3,7
"2652",9.5283,251.333,4.03948,48.71,2,3
"2653",0.2393,317.175,4.7658,45.75,3,5
"2654",0.8492,286.447,2.2705,23.55,2,6
"2655",15.1014,291.763,3.5761,45.56,3,6
"2656",4.7755,303.321,3.2279,74.05,4,5
"2657",15.1014,257.402,4.63744,12.03,2,2
"2658",9.5283,243.375,4.32902,12.03,2,2
"2659",10.691,258.342,3.6904,26.3,3,3
"2660",11.9955,455.539,5.88082,92.08,4,7
"2661",11.9955,235.268,2.76,68.06,2,6
"2662",4.2562,414.473,3.3791,103.35,5,9
"2663",0.0675,312.398,4.7863,50.08,3,6
"2664",15.1014,292.36,2.9818,57.38,3,6
"2665",2.3934,418.424,4.217,76.99,3,7
"2666",16.9441,496.803,5.6016,87.63,3,10
"2667",15.1014,353.835,2.02192,80.21,2,9
"2668",7.5686,305.309,2.29662,73.22,2,7
"2669",15.1014,319.452,4.7664,18.84,3,3
"2670",2.1331,462.47,3.6884,139.93,5,12
"2671",10.691,279.339,3.9312,46.17,2,3
"2672",19.0115,356.403,3.2265,62.58,4,7
"2673",1.3459,238.333,3.1833,30.21,2,4
"2674",2.6855,410.473,5.2644,63.83,5,5
"2675",9.5283,419.466,2.8019,111.6,4,9
"2676",21.3313,329.791,2.87902,64.74,3,7
"2677",8.4921,268.297,3.83918,70.05,3,5
"2678",1.3459,291.31,2.67617,78.45,3,5
"2679",2.6855,384.819,4.2845,73.06,3,7
"2680",2.3934,508.397,5.94080000000001,71.53,5,8
"2681",10.691,341.841,3.6066,55.73,2,7
"2682",5.3582,306.336,5.02032,26.3,3,3
"2683",2.1331,312.354,3.0828,72.79,3,7
"2684",15.1014,380.404,2.8664,97.83,3,8
"2685",15.1014,253.327,1.1129,70.56,1,6
"2686",13.4591,380.448,4.1757,73.94,4,7
"2687",1.3459,274.389,3.0422,41.46,2,4
"2688",9.5283,339.46,4.8991,46.17,2,4
"2689",5.3582,361.81,4.24432,92.01,3,8
"2690",3.3808,315.328,3.6455,59.3,4,4
"2691",16.9441,227.267,2.8999,50.8,3,4
"2692",15.1014,392.456,3.5605,66.71,3,9
"2693",21.3313,199.213,1.48422,50.16,3,4
"2694",11.9955,367.474,4.6788,53.93,3,6
"2695",16.9441,416.437,2.85154,99.15,4,8
"2696",13.4591,402.41,2.54312,99.15,4,8
"2697",0.9528,378.392,2.7493,95.16,4,9
"2698",19.0115,439.475,2.85292,116.31,4,8
"2699",7.5686,410.545,5.146,73.05,4,7
"2700",19.0115,460.514,3.6854,120.94,4,11
"2701",6.012,312.358,1.50298,113.38,4,8
"2702",8.4921,319.386,1.5264,65.79,3,7
"2703",10.691,411.461,4.0681,54.37,6,6
"2704",1.0691,316.769,3.5622,59.06,3,6
"2705",10.691,259.29,2.2374,95.14,3,6
"2706",15.1014,284.319,1.451,90.11,2,6
"2707",16.9441,281.362,2.64879,80.14,2,7
"2708",15.1014,324.409,2.9297,59.28,4,6
"2709",6.012,274.711,2.35484,63.05,3,6
"2710",5.3582,273.365,2.04902,54.24,2,6
"2711",1.9012,346.346,2.9386,99.74,4,7
"2712",15.1014,408.41,2.72052,113.01,4,8
"2713",2.3934,296.286,1.7854,99.74,3,7
"2714",10.691,352.257,2.98157,50.78,3,6
"2715",2.3934,408.533,5.469,80.9,5,8
"2716",8.4921,358.404,3.41387,95.16,4,9
"2717",16.9441,377.444,2.32992,60.93,4,6
"2718",15.1014,405.454,2.29202,87.74,4,7
"2719",2.6855,334.339,2.4377,96.93,4,8
"2720",1.6944,314.391,4.0163,51.22,4,6
"2721",13.4591,463.315,0.9022,49.54,3,5
"2722",19.0115,418.541,3.9929,66.49,4,6
"2723",15.1014,463.315,0.9022,49.54,3,5
"2724",23.9341,304.737,1.6274,90.11,2,7
"2725",11.9955,391.547,3.52638,91.56,3,9
"2726",21.3313,235.243,2.17582,81.16,2,6
"2727",0.9528,270.244,2.8925,88.5,3,6
"2728",16.9441,397.503,2.6256,88.6,3,10
"2729",15.1014,302.286,1.51342,112.13,2,7
"2730",5.3582,323.395,2.3711,66.84,2,7
"2731",7.5686,250.754,4.4175,24.92,3,4
"2732",16.9441,377.853,4.0611,70.67,3,8
"2733",3.7933,493.52,1.4248,123.07,4,11
"2734",7.5686,290.348,2.31362,79.04,2,7
"2735",15.1014,288.781,3.1076,43.71,2,7
"2736",0.0757,254.72,4.3867,28.68,3,3
"2737",2.6855,326.783,4.33102,43.59,3,5
"2738",9.5283,328.755,4.2559,64.36,3,6
"2739",0.8492,340.426,5.2636,27.05,4,3
"2740",1.3459,209.248,2.9777,29.96,2,2
"2741",6.7456,278.685,4.5143,17.07,2,4
"2742",16.9441,276.39,3.15948,75.59,2,6
"2743",16.9441,224.303,4.3364,17.07,2,1
"2744",15.1014,275.739,2.79222,46.92,2,5
"2745",2.3934,301.798,5.2873,26.03,3,4
"2746",19.0115,365.432,2.8785,82.03,2,8
"2747",23.9341,398.336,5.5775,47.03,3,7
"2748",0.7569,298.729,4.2473,55.13,3,5
"2749",13.4591,369.13,2.3693,79.78,2,11
"2750",0.6012,335.406,2.79502,72.8,3,7
"2751",10.691,361.711,3.581,92.98,2,11
"2752",15.1014,298.39,3.02832,59.81,3,5
"2753",13.4591,249.701,2.23602,46.92,2,5
"2754",10.691,326.396,3.1002,61.19,2,5
"2755",21.3313,288.375,4.77148,36.68,3,3
"2756",11.9955,302.333,4.42118,55.14,3,4
"2757",21.3313,223.659,3.3937,35.26,2,4
"2758",5.3582,263.728,2.26032,38.13,2,5
"2759",10.691,354.62,5.8808,35.26,3,6
"2760",4.7755,330.775,2.5955,52.29,3,7
"2761",10.691,288.397,3.60662,53.75,2,5
"2762",2.1331,317.348,4.0774,64.11,3,5
"2763",2.6855,321.379,2.4866,72.8,3,7
"2764",19.0115,234.69,2.76422,63.83,2,5
"2765",0.4775,335.406,2.79502,72.8,3,7
"2766",16.9441,242.278,3.16262,43.71,2,4
"2767",0.2685,297.745,3.84392,54.88,3,5
"2768",15.1014,316.286,4.0946,50.17,3,7
"2769",1.9012,262.696,2.4999,51.1,2,5
"2770",1.9012,296.679,4.6735,17.3,3,6
"2771",5.3582,228.251,1.8465,51.1,2,4
"2772",6.7456,350.443,4.93562,51.22,3,5
"2773",21.3313,276.39,3.16108,75.59,2,6
"2774",3.7933,246.295,1.61042,67.24,2,6
"2775",3.7933,275.337,1.368,70.48,2,7
"2776",2.6855,282.73,4.5893,35.01,3,4
"2777",8.4921,246.295,1.61042,67.24,2,6
"2778",9.5283,256.236,3.0707,55.13,3,5
"2779",11.9955,385.345,5.0962,64.11,3,8
"2780",6.012,319.191,4.7374,34.03,3,5
"2781",3.3808,335.406,2.79502,72.8,3,7
"2782",16.9441,303.287,4.1403,43.84,3,6
"2783",2.3934,297.141,3.1533,51.1,2,6
"2784",13.4591,351.859,4.63052,63.58,2,7
"2785",13.4591,256.236,3.0707,55.13,3,5
"2786",3.3808,298.773,4.39242,34.03,3,4
"2787",1.6944,347.374,4.086,73.34,3,6
"2788",4.2562,228.247,3.1843,39.44,2,3
"2789",13.4591,296.33,1.8086,107.18,3,6
"2790",15.1014,284.746,4.084,34.03,3,4
"2791",26.8545,334.419,4.6246,36.28,4,4
"2792",6.012,315.369,4.19102,38.66,3,5
"2793",11.9955,310.382,2.7001,58.95,3,6
"2794",19.0115,289.791,3.6605,36.42,2,5
